,,,,,,,,,,Score,,Offense,,,,,Defense,,,,,Expected Points,,
Week,Day,Date,,,,OT,Rec,,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Mon,14-Sep,7:10PM ET,boxscore,L,,0-1,@,New England Patriots,24,25,17,276,186,90,1,28,441,368,73,1,8.95,-5.32,-2.17
2,Sun,20-Sep,4:05PM ET,boxscore,W,,1-Jan,,Tampa Bay Buccaneers,33,20,25,438,220,218,2,19,353,296,57,2,1.06,12.81,-0.89
3,Sun,27-Sep,4:05PM ET,boxscore,L,,2-Jan,,New Orleans Saints,7,27,13,243,154,89,2,21,378,156,222,1,-11.92,-0.45,-5.67
4,Sun,4-Oct,4:05PM ET,boxscore,L,,3-Jan,@,Miami Dolphins,10,38,10,206,160,46,3,25,336,86,250,,-17.54,-12.45,2.23
5,Sun,11-Oct,1:01PM ET,boxscore,L,,4-Jan,,Cleveland Browns,3,6,13,288,143,145,3,9,193,22,171,1,-17.95,17.56,-2.61
6,Sun,18-Oct,4:15PM ET,boxscore,W,OT,4-Feb,@,New York Jets,16,13,20,296,154,142,2,15,414,96,318,6,-8.5,12.16,-0.79
7,Sun,25-Oct,4:05PM ET,boxscore,W,,4-Mar,@,Carolina Panthers,20,9,9,167,114,53,,20,425,309,116,4,-12.26,6.17,15.41
8,Sun,1-Nov,1:02PM ET,boxscore,L,,5-Mar,,Houston Texans,10,31,9,204,107,97,2,24,439,257,182,3,-13.03,-11.39,5.28
9,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
10,Sun,15-Nov,1:02PM ET,boxscore,L,,6-Mar,@,Tennessee Titans,17,41,14,296,207,89,2,20,378,210,168,1,-11.28,-14.31,7.17
11,Sun,22-Nov,1:03PM ET,boxscore,L,,7-Mar,@,Jacksonville Jaguars,15,18,14,343,290,53,3,19,310,208,102,2,-4.21,1.28,-0.33
12,Sun,29-Nov,1:02PM ET,boxscore,W,,7-Apr,,Miami Dolphins,31,14,20,336,207,129,1,23,325,168,157,4,12.12,6.91,-0.18
13,Thu,3-Dec,8:20PM ET,boxscore,L,,8-Apr,,New York Jets,13,19,10,194,71,123,2,17,331,82,249,,-13.92,2.27,2.56
14,Sun,13-Dec,1:00PM ET,boxscore,W,,8-May,@,Kansas City Chiefs,16,10,13,273,73,200,3,16,354,202,152,4,-13.43,16.5,6.39
15,Sun,20-Dec,1:02PM ET,boxscore,L,,9-May,,New England Patriots,10,17,16,241,136,105,1,19,224,115,109,1,-5.92,-1.46,-0.64
16,Sun,27-Dec,1:02PM ET,boxscore,L,,10-May,@,Atlanta Falcons,3,31,11,178,138,40,3,24,391,234,157,,-20.48,-11.83,1.81
17,Sun,3-Jan,1:02PM ET,boxscore,W,,10-Jun,,Indianapolis Colts,30,7,19,403,155,248,,11,157,132,25,3,10.28,18.95,-6.33
