,,,,,,,,,,Score,,Offense,,,,,Defense,,,,,Expected Points,,
Week,Day,Date,,,,OT,Rec,,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Thu,4-Sep,7:08PM ET,boxscore,L,,0-1,@,New York Giants,7,16,11,209,125,84,,21,354,200,154,1,-8.61,-5.93,7.41
2,Sun,14-Sep,1:03PM ET,boxscore,W,,1-Jan,,New Orleans Saints,29,24,25,455,306,149,1,16,250,195,55,3,18.34,4.77,-15.76
3,Sun,21-Sep,1:02PM ET,boxscore,W,,1-Feb,,Arizona Cardinals,24,17,21,323,187,136,,19,313,197,116,2,9.11,-2.07,2.95
4,Sun,28-Sep,4:15PM ET,boxscore,W,,1-Mar,@,Dallas Cowboys,26,24,22,381,220,161,,21,344,300,44,1,7.16,-9.13,4.5
5,Sun,5-Oct,1:04PM ET,boxscore,W,,1-Apr,@,Philadelphia Eagles,23,17,22,388,185,203,,14,254,196,58,,12.02,-3.31,-3.59
6,Sun,12-Oct,1:03PM ET,boxscore,L,,2-Apr,,St. Louis Rams,17,19,22,368,187,181,3,8,200,124,76,1,-9.56,18.79,-8.97
7,Sun,19-Oct,4:16PM ET,boxscore,W,,2-May,,Cleveland Browns,14,11,17,351,158,193,1,16,236,134,102,,0.2,9.31,-5.94
8,Sun,26-Oct,1:03PM ET,boxscore,W,,2-Jun,@,Detroit Lions,25,17,22,439,304,135,1,13,274,217,57,,9.42,1.19,-0.83
9,Mon,3-Nov,8:41PM ET,boxscore,L,,3-Jun,,Pittsburgh Steelers,6,23,13,221,161,60,2,15,224,160,64,1,-25.3,4.06,4.1
10,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
11,Sun,16-Nov,8:23PM ET,boxscore,L,,4-Jun,,Dallas Cowboys,10,14,14,228,136,92,1,17,315,198,117,2,-5.83,-3.02,-0.34
12,Sun,23-Nov,4:16PM ET,boxscore,W,,4-Jul,@,Seattle Seahawks,20,17,24,386,199,187,1,13,228,89,139,2,7.29,4.43,-7.95
13,Sun,30-Nov,1:04PM ET,boxscore,L,,5-Jul,,New York Giants,7,23,17,320,228,92,2,23,404,296,108,1,-8.03,-4.53,-3.45
14,Sun,7-Dec,8:23PM ET,boxscore,L,,6-Jul,@,Baltimore Ravens,10,24,14,254,192,62,3,12,281,134,147,2,-18.54,9.27,-0.45
15,Sun,14-Dec,1:03PM ET,boxscore,L,,7-Jul,@,Cincinnati Bengals,13,20,15,280,167,113,2,17,310,204,106,,-9.67,-0.13,2.6
16,Sun,21-Dec,4:16PM ET,boxscore,W,,7-Aug,,Philadelphia Eagles,10,3,17,249,127,122,,15,275,213,62,1,-5.56,11.8,-3.49
17,Sun,28-Dec,4:15PM ET,boxscore,L,,8-Aug,@,San Francisco 49ers,24,27,19,268,143,125,1,19,359,238,121,1,3.94,-7.73,2.42
