,,,,,,,,,,Score,,Offense,,,,,Defense,,,,,Expected Points,,
Week,Day,Date,,,,OT,Rec,,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,12-Sep,8:31PM ET,boxscore,L,,0-1,@,Washington Redskins,7,13,24,380,277,103,1,17,250,161,89,,-1.57,9.58,-10.17
2,Sun,19-Sep,1:05PM ET,boxscore,L,,0-2,,Chicago Bears,20,27,23,410,374,36,3,14,308,270,38,,-1.44,-4.53,-1.69
3,Sun,26-Sep,1:02PM ET,boxscore,W,,2-Jan,@,Houston Texans,27,13,21,385,284,101,,24,340,216,124,3,14.61,-2.66,2.64
4,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
5,Sun,10-Oct,4:16PM ET,boxscore,L,,3-Jan,,Tennessee Titans,27,34,25,511,370,141,3,17,321,163,158,,4.81,-9.53,-6.01
6,Sun,17-Oct,4:15PM ET,boxscore,L,,4-Jan,@,Minnesota Vikings,21,24,16,314,220,94,2,14,188,93,95,1,2.43,3.93,-8.54
7,Mon,25-Oct,8:41PM ET,boxscore,L,,5-Jan,,New York Giants,35,41,14,254,213,41,2,25,497,297,200,5,-13.44,-0.74,2.02
8,Sun,31-Oct,1:05PM ET,boxscore,L,,6-Jan,,Jacksonville Jaguars,17,35,25,415,365,50,4,20,387,238,149,1,-2.83,-15.48,0.95
9,Sun,7-Nov,8:30PM ET,boxscore,L,,7-Jan,@,Green Bay Packers,7,45,12,205,166,39,4,26,415,277,138,,-11.88,-20.76,-3.14
10,Sun,14-Nov,4:15PM ET,boxscore,W,,7-Feb,@,New York Giants,33,20,15,427,327,100,1,25,480,373,107,3,10.75,7.94,-5.24
11,Sun,21-Nov,1:02PM ET,boxscore,W,,7-Mar,,Detroit Lions,35,19,19,265,131,134,1,17,338,263,75,2,5.98,0.05,8.94
12,Thu,25-Nov,4:36PM ET,boxscore,L,,8-Mar,,New Orleans Saints,27,30,24,457,313,144,3,21,414,333,81,2,7.07,-9.55,-0.2
13,Sun,5-Dec,4:15PM ET,boxscore,W,OT,8-Apr,@,Indianapolis Colts,38,35,24,368,151,217,,24,405,365,40,4,9.18,-3.48,-3.63
14,Sun,12-Dec,8:30PM ET,boxscore,L,,9-Apr,,Philadelphia Eagles,27,30,22,349,239,110,2,18,429,258,171,2,6.33,-11.26,-0.47
15,Sun,19-Dec,1:03PM ET,boxscore,W,,9-May,,Washington Redskins,33,30,25,434,300,134,,23,341,286,55,3,12.15,-8.28,0.55
16,Sat,25-Dec,7:30PM ET,boxscore,L,,10-May,@,Arizona Cardinals,26,27,24,382,199,183,3,10,271,178,93,,-8.34,-0.18,1.95
17,Sun,2-Jan,4:15PM ET,boxscore,W,,10-Jun,@,Philadelphia Eagles,14,13,14,272,113,159,1,14,244,123,121,4,-7.56,20.85,-8.65
