,,,,,,,,,,Score,,Offense,,,,,Defense,,,,,Expected Points,,
Week,Day,Date,,,,OT,Rec,,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Wed,5-Sep,8:41PM ET,boxscore,W,,Jan-00,@,New York Giants,24,17,18,433,290,143,1,15,269,187,82,1,6.86,-0.96,1.43
2,Sun,16-Sep,4:06PM ET,boxscore,L,,1-Jan,@,Seattle Seahawks,7,27,17,296,247,49,2,20,315,133,182,,-3.37,-5.89,-9.28
3,Sun,23-Sep,1:05PM ET,boxscore,W,,1-Feb,,Tampa Bay Buccaneers,16,10,14,297,259,38,3,12,166,91,75,2,-17.66,11.49,10.12
4,Mon,1-Oct,8:40PM ET,boxscore,L,,2-Feb,,Chicago Bears,18,34,26,430,389,41,5,18,360,267,93,1,-5.32,-8.38,-4.07
5,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
6,Sun,14-Oct,1:02PM ET,boxscore,L,,3-Feb,@,Baltimore Ravens,29,31,30,481,254,227,1,19,316,230,86,,20.22,-15,-7.68
7,Sun,21-Oct,1:03PM ET,boxscore,W,,3-Mar,@,Carolina Panthers,19,14,18,312,227,85,1,18,328,216,112,2,0.93,3.15,1.53
8,Sun,28-Oct,4:25PM ET,boxscore,L,,4-Mar,,New York Giants,24,29,28,434,415,19,6,11,293,190,103,2,-5.04,10.9,-8.46
9,Sun,4-Nov,8:31PM ET,boxscore,L,,5-Mar,@,Atlanta Falcons,13,19,18,377,312,65,,21,453,330,123,,9.19,-17.08,6.06
10,Sun,11-Nov,4:25PM ET,boxscore,W,,5-Apr,@,Philadelphia Eagles,38,23,14,294,193,101,,23,369,278,91,2,2.83,4.69,5.86
11,Sun,18-Nov,1:04PM ET,boxscore,W,OT,5-May,,Cleveland Browns,23,20,30,320,257,63,1,19,311,192,119,1,3.48,0.6,-3.61
12,Thu,22-Nov,4:41PM ET,boxscore,L,,6-May,,Washington Redskins,31,38,22,458,423,35,3,22,437,288,149,1,6.7,-15.22,-4.47
13,Sun,2-Dec,8:20PM ET,boxscore,W,,6-Jun,,Philadelphia Eagles,38,33,22,417,294,123,,23,423,240,183,1,21.78,-11.93,-2.87
14,Sun,9-Dec,1:03PM ET,boxscore,W,,6-Jul,@,Cincinnati Bengals,20,19,20,288,239,49,1,19,336,190,146,1,7.78,-0.63,-5.4
15,Sun,16-Dec,4:25PM ET,boxscore,W,OT,6-Aug,,Pittsburgh Steelers,27,24,23,415,328,87,1,20,388,319,69,2,6.23,-6.46,3.23
16,Sun,23-Dec,1:02PM ET,boxscore,L,OT,7-Aug,,New Orleans Saints,31,34,18,446,406,40,1,33,562,446,116,,12.45,-27.29,12.18
17,Sun,30-Dec,8:31PM ET,boxscore,L,,8-Aug,@,Washington Redskins,18,28,20,296,196,100,3,24,361,87,274,,0.69,-16.28,7.18
