,,,,,,,,,,Score,,Offense,,,,,Defense,,,,,Expected Points,,
Week,Day,Date,,,,OT,Rec,,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,8-Sep,1:02PM ET,boxscore,W,,Jan-00,@,Buffalo Bills,23,21,26,431,273,158,3,15,286,150,136,2,-8.67,8.3,0.96
2,Thu,12-Sep,8:29PM ET,boxscore,W,,Feb-00,,New York Jets,13,10,9,232,178,54,,15,318,189,129,4,-16.53,20.4,2.25
3,Sun,22-Sep,1:02PM ET,boxscore,W,,Mar-00,,Tampa Bay Buccaneers,23,3,21,358,202,156,1,18,323,226,97,1,4.05,11.23,2.25
4,Sun,29-Sep,8:30PM ET,boxscore,W,,Apr-00,@,Atlanta Falcons,30,23,21,448,316,132,,26,457,399,58,1,15.86,-10.26,-0.71
5,Sun,6-Oct,1:02PM ET,boxscore,L,,1-Apr,@,Cincinnati Bengals,6,13,15,248,166,82,2,21,341,179,162,2,-11.63,5.28,0.4
6,Sun,13-Oct,4:25PM ET,boxscore,W,,1-May,,New Orleans Saints,30,27,26,376,235,141,1,20,361,230,131,2,-1.19,-4.55,3.36
7,Sun,20-Oct,1:03PM ET,boxscore,L,OT,2-May,@,New York Jets,27,30,21,295,205,90,1,27,383,206,177,1,-7.1,4.71,-0.42
8,Sun,27-Oct,1:02PM ET,boxscore,W,,2-Jun,,Miami Dolphins,27,17,19,252,100,152,1,23,301,145,156,3,0.94,1.22,7.15
9,Sun,3-Nov,4:25PM ET,boxscore,W,,2-Jul,,Pittsburgh Steelers,55,31,33,610,413,197,1,24,479,371,108,3,33.33,-3.89,-4.45
10,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
11,Mon,18-Nov,8:42PM ET,boxscore,L,,3-Jul,@,Carolina Panthers,20,24,28,390,283,107,2,20,300,197,103,,13.91,-17.75,0.63
12,Sun,24-Nov,8:30PM ET,boxscore,W,OT,3-Aug,,Denver Broncos,34,31,27,440,324,116,3,28,412,132,280,4,-7.4,-0.53,12.8
13,Sun,1-Dec,1:02PM ET,boxscore,W,,3-Sep,@,Houston Texans,34,31,28,453,365,88,1,19,385,264,121,1,17.29,-11.24,-1.17
14,Sun,8-Dec,1:02PM ET,boxscore,W,,3-Oct,,Cleveland Browns,27,26,30,484,397,87,2,24,494,386,108,,12.46,-16.98,5.85
15,Sun,15-Dec,1:02PM ET,boxscore,L,,4-Oct,@,Miami Dolphins,20,24,29,453,357,96,1,20,378,289,89,1,15.26,-11.98,-5.68
16,Sun,22-Dec,4:25PM ET,boxscore,W,,4-Nov,@,Baltimore Ravens,41,7,21,300,158,142,,19,358,237,121,4,5.89,24.64,2.98
17,Sun,29-Dec,4:25PM ET,boxscore,W,,4-Dec,,Buffalo Bills,34,20,24,382,115,267,1,19,393,224,169,,8.99,-1.47,7.8
,,Playoffs,,,,,,,,,,,,,,,,,,,,,,
Division,Sat,11-Jan,8:15PM ET,boxscore,W,,13-4,,Indianapolis Colts,43,22,23,419,185,234,,16,386,317,69,4,18.81,7.19,-4.92
Conf. Champ.,Sun,19-Jan,3:06PM ET,boxscore,L,,13-5,@,Denver Broncos,16,26,19,320,256,64,,27,507,400,107,,9.06,-23.4,1.34
