,,,,,,,,,,Score,,Offense,,,,,Defense,,,,,Expected Points,,
Week,Day,Date,,,,OT,Rec,,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,9-Sep,4:25PM ET,boxscore,W,,Jan-00,@,Green Bay Packers,30,22,22,377,191,186,,21,324,279,45,1,11.61,-2.61,-0.57
2,Sun,16-Sep,8:30PM ET,boxscore,W,,Feb-00,,Detroit Lions,27,19,24,349,201,148,1,15,296,214,82,1,13.03,-1.77,-3.74
3,Sun,23-Sep,1:05PM ET,boxscore,L,,1-Feb,@,Minnesota Vikings,13,24,19,280,191,89,3,25,344,198,146,2,-7.24,-7.36,4.51
4,Sun,30-Sep,1:03PM ET,boxscore,W,,1-Mar,@,New York Jets,34,0,26,381,134,247,,9,145,100,45,4,10.63,31.93,-4.75
5,Sun,7-Oct,4:25PM ET,boxscore,W,,1-Apr,,Buffalo Bills,45,3,29,621,310,311,1,10,204,115,89,2,36.62,12.87,-7.92
6,Sun,14-Oct,4:23PM ET,boxscore,L,,2-Apr,,New York Giants,3,26,14,314,234,80,3,19,342,193,149,,-16.67,-4.17,-3.66
7,Thu,18-Oct,8:29PM ET,boxscore,W,,2-May,,Seattle Seahawks,13,6,18,313,138,175,1,13,251,115,136,1,-0.14,8.42,2.18
8,Mon,29-Oct,8:40PM ET,boxscore,W,,2-Jun,@,Arizona Cardinals,24,3,15,317,204,113,,16,265,258,7,1,9.14,8.84,2.3
9,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
10,Sun,11-Nov,4:25PM ET,boxscore,T,OT,6/2/2001,,St. Louis Rams,24,24,25,341,158,183,,27,458,299,159,1,9.53,-17.12,4.71
11,Mon,19-Nov,8:40PM ET,boxscore,W,,7/2/2001,,Chicago Bears,32,7,18,353,232,121,,12,143,58,85,2,13.46,14.69,-1.65
12,Sun,25-Nov,4:25PM ET,boxscore,W,,8/2/2001,@,New Orleans Saints,31,21,18,375,231,144,2,19,290,231,59,2,5.41,15.81,-13.01
13,Sun,2-Dec,1:00PM ET,boxscore,L,OT,8/3/2001,@,St. Louis Rams,13,16,18,339,191,148,1,16,293,208,85,,-11.85,11.73,-4.41
14,Sun,9-Dec,4:05PM ET,boxscore,W,,9/3/2001,,Miami Dolphins,27,13,20,321,166,155,,17,227,133,94,1,10.18,3.94,0.34
15,Sun,16-Dec,8:30PM ET,boxscore,W,,10/3/2001,@,New England Patriots,41,34,19,388,208,180,2,32,520,425,95,4,1.99,1.63,5.22
16,Sun,23-Dec,8:31PM ET,boxscore,L,,10/4/2001,@,Seattle Seahawks,13,42,17,313,231,82,2,22,346,170,176,1,-1.44,-19.69,-5.09
17,Sun,30-Dec,4:25PM ET,boxscore,W,,11/4/2001,,Arizona Cardinals,27,13,20,407,278,129,,11,262,207,55,2,12.21,8.46,-4.49
,,Playoffs,,,,,,,,,,,,,,,,,,,,,,
Division,Sat,12-Jan,8:25PM ET,boxscore,W,,12/4/2001,,Green Bay Packers,45,31,29,579,256,323,1,20,352,248,104,2,25.88,-16,5.15
Conf. Champ.,Sun,20-Jan,3:05PM ET,boxscore,W,,13-4-1,@,Atlanta Falcons,28,24,21,373,224,149,1,27,477,396,81,2,16.62,-15.22,-1.23
SuperBowl,Sun,3-Feb,6:31PM ET,boxscore,L,,13-5-1,N,Baltimore Ravens,31,34,23,468,286,182,2,21,367,274,93,1,8.82,-9.33,-0.23
