,,,,,,,,,,Score,,Offense,,,,,Defense,,,,,Expected Points,,
Week,Day,Date,,,,OT,Rec,,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,12-Sep,4:16PM ET,boxscore,L,,0-1,@,Seattle Seahawks,6,31,14,263,214,49,2,14,242,165,77,1,-21.98,-2.3,-2.49
2,Mon,20-Sep,8:36PM ET,boxscore,L,,0-2,,New Orleans Saints,22,25,24,417,275,142,4,17,287,237,50,,13.6,-2.64,-14.57
3,Sun,26-Sep,1:04PM ET,boxscore,L,,0-3,@,Kansas City Chiefs,10,31,11,251,208,43,1,21,457,250,207,1,-12.81,-14.03,5.84
4,Sun,3-Oct,1:03PM ET,boxscore,L,,0-4,@,Atlanta Falcons,14,16,17,262,181,81,3,23,357,259,98,2,-0.55,-2.45,3.26
5,Sun,10-Oct,8:30PM ET,boxscore,L,,0-5,,Philadelphia Eagles,24,27,21,364,290,74,5,17,352,227,125,1,-7.5,0.8,2.06
6,Sun,17-Oct,4:05PM ET,boxscore,W,,5-Jan,,Oakland Raiders,17,9,17,349,191,158,,10,179,69,110,2,1.59,12.76,-3.84
7,Sun,24-Oct,1:03PM ET,boxscore,L,,6-Jan,@,Carolina Panthers,20,23,15,282,183,99,1,22,379,303,76,3,-4.56,7.77,-2.86
8,Sun,31-Oct,1:07PM ET,boxscore,W,,6-Feb,,Denver Broncos,24,16,16,339,196,143,,22,398,339,59,2,6.7,-2.57,3.21
9,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
10,Sun,14-Nov,4:15PM ET,boxscore,W,OT,6-Mar,,St. Louis Rams,23,20,19,421,323,98,,22,332,228,104,,9.5,3.09,-8.06
11,Sun,21-Nov,4:05PM ET,boxscore,L,,7-Mar,,Tampa Bay Buccaneers,0,21,11,189,118,71,2,20,299,137,162,,-23.69,-4.42,5.19
12,Mon,29-Nov,8:40PM ET,boxscore,W,,7-Apr,@,Arizona Cardinals,27,6,26,386,125,261,1,8,203,190,13,2,12.73,19.13,-8.47
13,Sun,5-Dec,1:02PM ET,boxscore,L,,8-Apr,@,Green Bay Packers,16,34,11,269,172,97,1,21,410,274,136,,-3.77,-17.88,3.32
14,Sun,12-Dec,4:05PM ET,boxscore,W,,8-May,,Seattle Seahawks,40,21,10,336,241,95,,20,361,277,84,5,4.22,17.8,-4.85
15,Thu,16-Dec,8:20PM ET,boxscore,L,,9-May,@,San Diego Chargers,7,34,11,192,131,61,1,24,374,266,108,,-16.1,-17.8,4.72
16,Sun,26-Dec,1:00PM ET,boxscore,L,,10-May,@,St. Louis Rams,17,25,12,331,246,85,2,19,335,275,60,1,-7.07,0.58,2.21
17,Sun,2-Jan,4:15PM ET,boxscore,W,,10-Jun,,Arizona Cardinals,38,7,16,362,262,100,,19,279,201,78,2,9.21,28.86,-7.2
