,,,,,,,,,,Score,,Offense,,,,,Defense,,,,,Expected Points,,
Week,Day,Date,,,,OT,Rec,,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,7-Sep,1:03PM ET,boxscore,W,,Jan-00,,Washington Redskins,17,6,16,321,206,115,1,20,372,241,131,2,1.01,5.22,5.06
2,Sun,14-Sep,4:25PM ET,boxscore,W,,Feb-00,@,Oakland Raiders,30,14,20,327,139,188,,22,364,263,101,4,9.71,2.97,1.85
3,Sun,21-Sep,1:02PM ET,boxscore,L,,1-Feb,@,New York Giants,17,30,20,411,292,119,3,26,419,226,193,1,-6.23,-3.19,-3.09
4,Sun,28-Sep,1:02PM ET,boxscore,W,,1-Mar,,Buffalo Bills,23,17,19,301,264,37,3,17,316,220,96,2,-12.71,11.87,2.48
5,Sun,5-Oct,1:03PM ET,boxscore,L,OT,2-Mar,@,Dallas Cowboys,17,20,15,330,154,176,1,24,456,316,140,3,0.04,-10.27,8.5
6,Thu,9-Oct,8:26PM ET,boxscore,L,,3-Mar,,Indianapolis Colts,28,33,18,332,196,136,2,27,456,363,93,2,0.93,-7.03,-1.91
7,Mon,20-Oct,8:30PM ET,boxscore,L,,4-Mar,@,Pittsburgh Steelers,23,30,20,393,261,132,3,18,328,252,76,1,-0.89,-2.13,-3.33
8,Sun,26-Oct,1:03PM ET,boxscore,W,,4-Apr,@,Tennessee Titans,30,16,24,405,193,212,,13,326,290,36,2,8.19,9.92,-2.95
9,Sun,2-Nov,1:03PM ET,boxscore,L,,5-Apr,,Philadelphia Eagles,21,31,15,300,182,118,1,30,483,293,190,4,1.65,-10.92,-2.48
10,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
11,Sun,16-Nov,1:03PM ET,boxscore,W,,5-May,@,Cleveland Browns,23,7,29,424,211,213,1,24,375,310,65,2,4.32,14.14,-3.54
12,Sun,23-Nov,1:02PM ET,boxscore,L,,6-May,,Cincinnati Bengals,13,22,18,248,184,64,1,24,372,233,139,1,-7.6,3.34,-3.25
13,Sun,30-Nov,1:02PM ET,boxscore,W,,6-Jun,,Tennessee Titans,45,21,24,457,358,99,1,19,320,237,83,4,15.34,11.83,-3.28
14,Sun,7-Dec,1:03PM ET,boxscore,W,,6-Jul,@,Jacksonville Jaguars,27,13,19,304,135,169,,17,262,188,74,1,6.61,8.88,0.88
15,Sun,14-Dec,1:02PM ET,boxscore,L,,7-Jul,@,Indianapolis Colts,10,17,14,289,152,137,2,20,278,168,110,2,-17.84,11.44,0.09
16,Sun,21-Dec,1:02PM ET,boxscore,W,,7-Aug,,Baltimore Ravens,25,13,18,313,190,123,1,15,211,178,33,3,-11.11,28.58,-4.64
17,Sun,28-Dec,1:03PM ET,boxscore,W,,7-Sep,,Jacksonville Jaguars,23,17,24,358,235,123,2,13,233,112,121,,-1.21,4.94,-0.32
